country_full_name,World Port Index Number,Region Name,name,Alternate Port Name,country,World Water Body,Liquified Natural Gas Terminal Depth (m),Harbor Size,Harbor_size_nr,Harbor Type,Harbor Use,y,x,Total_Harbor_size_nr,fraction
Latvia,28640.0,Latvia -- 28600,Liepaja,Libau,LV,Baltic Sea; North Atlantic Ocean,0.0,Medium,2,Coastal (Breakwater),Unknown,56.516667,21.016667,7,0.2857142857142857
Latvia,28620.0,Latvia -- 28600,Ventspils,Vindau; Windau,LV,Baltic Sea; North Atlantic Ocean,0.0,Medium,2,Coastal (Breakwater),Unknown,57.4,21.533333,7,0.2857142857142857
Latvia,28610.0,Latvia -- 28600,Riga, ,LV,Gulf of Riga; Baltic Sea; North Atlantic Ocean,0.0,Large,3,River (Natural),Unknown,56.95,24.1,7,0.42857142857142855
Lebanon,45025.0,Lebanon -- 45020,Tarabulus, ,LB,Mediterranean Sea; North Atlantic Ocean,0.0,Medium,2,Coastal (Breakwater),Cargo,34.45,35.833333,5,0.4
Lebanon,45030.0,Lebanon -- 45020,Bayrut,Beirut; Beyrouth,LB,Mediterranean Sea; North Atlantic Ocean,0.0,Large,3,Coastal (Breakwater),Unknown,33.9,35.5,5,0.6
Liberia,45940.0,Liberia -- 45920,Monrovia, ,LR,North Atlantic Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,6.316667,-10.816667,1,1.0
Libya,45295.0,Libya -- 45200,Al Burayqah,Marsa Brega,LY,Gulf of Sidra; Mediterranean Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,30.416667,19.6,7,0.14285714285714285
Libya,45335.0,Libya -- 45200,Az Zawiya, ,LY,Mediterranean Sea; North Atlantic Ocean,0.0,Small,1,Open Roadstead,Unknown,32.8,12.716667,7,0.14285714285714285
Libya,45280.0,Libya -- 45200,Banghazi,Bengasi,LY,Mediterranean Sea; North Atlantic Ocean,0.0,Medium,2,Coastal (Breakwater),Unknown,32.116667,20.05,7,0.2857142857142857
Libya,45220.0,Libya -- 45200,Mersa Tobruq,Marsa Al Hariga; Marsa Tobruk; Tobruk,LY,Mediterranean Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,32.083333,23.983333,7,0.14285714285714285
Libya,45330.0,Libya -- 45200,Mina Tarabulus (Tripoli),Tripoli,LY,Mediterranean Sea; North Atlantic Ocean,0.0,Medium,2,Coastal (Breakwater),Unknown,32.9,13.183333,7,0.2857142857142857
Lithuania,28660.0,Lithuania -- 28650,Klaipeda,Memel,LT,Baltic Sea; North Atlantic Ocean,0.0,Medium,2,River (Natural),Unknown,55.716667,21.116667,2,1.0
Macau,57810.0,Macau -- 57805,Macau, ,MO,South China Sea; North Pacific Ocean,0.0,Medium,2,Coastal (Breakwater),Unknown,22.183333,113.566667,2,1.0
Madagascar,47630.0,Madagascar -- 47350,Antsiranana,Antsirana; Diego Suarez; Port De La Nievre; Port Nievre,MG,Indian Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,-12.266667,49.283333,2,0.5
Madagascar,47540.0,Madagascar -- 47350,Toamasina, ,MG,Indian Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,-18.166667,49.416667,2,0.5
Malaysia,57415.0,Malaysia -- 57400,Kirteh Oil Terminal, ,MY,South China Sea; North Pacific Ocean,0.0,Small,1,Open Roadstead,Unknown,4.566667,103.466667,27,0.037037037037037035
Malaysia,51680.0,Sabah -- 51650,Victoria,Labuan,MY,South China Sea; North Pacific Ocean,0.0,Small,1,Coastal (Natural),Unknown,5.283333,115.233333,27,0.037037037037037035
Malaysia,57410.0,Malaysia -- 57400,Kuantan New Port, ,MY,South China Sea; North Pacific Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,3.966667,103.433333,27,0.037037037037037035
Malaysia,57425.0,Malaysia -- 57400,Tapis Marine Terminal A, ,MY,South China Sea; North Pacific Ocean,0.0,Large,3,Open Roadstead,Unknown,5.516667,105.016667,27,0.1111111111111111
Malaysia,51600.0,Sarawak -- 51550,Lutong, ,MY,South China Sea; North Pacific Ocean,0.0,Small,1,Open Roadstead,Unknown,4.466667,114.0,27,0.037037037037037035
Malaysia,51590.0,Sarawak -- 51550,Miri, ,MY,South China Sea; North Pacific Ocean,0.0,Small,1,River (Natural),Unknown,4.383333,113.966667,27,0.037037037037037035
Malaysia,51585.0,Sarawak -- 51550,Bintulu Port, ,MY,South China Sea; North Pacific Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,3.266667,113.066667,27,0.037037037037037035
Malaysia,49982.0,Malaysia -- 49820,Johor,Pasir Gudang,MY,Strait of Malacca; Indian Ocean,0.0,Large,3,River (Natural),Unknown,1.433333,103.9,27,0.1111111111111111
Malaysia,51560.0,Sarawak -- 51550,Kuching, ,MY,South China Sea; North Pacific Ocean,0.0,Small,1,River (Natural),Unknown,1.566667,110.35,27,0.037037037037037035
Malaysia,49970.0,Malaysia -- 49820,Melaka,Malacca,MY,Strait of Malacca; Indian Ocean,0.0,Small,1,River (Natural),Unknown,2.2,102.25,27,0.037037037037037035
Malaysia,51690.0,Sabah -- 51650,Kota Kinabalu,Jesselton,MY,South China Sea; North Pacific Ocean,0.0,Medium,2,Coastal (Natural),Unknown,5.983333,116.066667,27,0.07407407407407407
Malaysia,51720.0,Sabah -- 51650,Pelabuhan Sandakan,Elopura,MY,Sulu Sea; North Pacific Ocean,0.0,Small,1,Coastal (Natural),Unknown,5.833333,118.116667,27,0.037037037037037035
Malaysia,49850.0,Malaysia -- 49820,Pulau Pinang, ,MY,Strait of Malacca; Indian Ocean,0.0,Medium,2,Coastal (Natural),Unknown,5.416667,100.35,27,0.07407407407407407
Malaysia,49930.0,Malaysia -- 49820,Port Klang,Port Kelang; Port Swettenham,MY,Strait of Malacca; Indian Ocean,0.0,Large,3,Coastal (Natural),Unknown,3.0,101.4,27,0.1111111111111111
Malaysia,51587.0,Malaysia -- 49820,Tanjung Pelepas, ,MY,Strait of Malacca; Indian Ocean,0.0,Medium,2,River (Basins),Unknown,1.35,103.55,27,0.07407407407407407
Malaysia,51695.0,Sabah -- 51650,Sapangar Bay, ,MY,South China Sea; North Pacific Ocean,0.0,Small,1,Coastal (Natural),Unknown,6.083333,116.116667,27,0.037037037037037035
Malaysia,49960.0,Malaysia -- 49820,Port Dickson, ,MY,Strait of Malacca; Indian Ocean,0.0,Medium,2,Open Roadstead,Unknown,2.533333,101.783333,27,0.07407407407407407
Malta,40330.0,Malta -- 40320,Valletta Harbors, ,MT,Mediterranean Sea; North Atlantic Ocean,0.0,Medium,2,Coastal (Natural),Unknown,35.9,14.516667,3,0.6666666666666666
Malta,40340.0,Malta -- 40320,Marsaxlokk,Marsa Scirocco,MT,Mediterranean Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,35.816667,14.55,3,0.3333333333333333
Martinique,11550.0,Martinique -- 11535,Fort De France, ,MQ,Caribbean Sea; North Atlantic Ocean,0.0,Medium,2,Open Roadstead,Unknown,14.6,-61.066667,2,1.0
Mauritania,45812.0,Mauritania -- 45810,Nouadhibou,Etienne; Port Etienne,MR,North Atlantic Ocean,0.0,Medium,2,Coastal (Natural),Unknown,20.916667,-17.05,3,0.6666666666666666
Mauritania,45814.0,Mauritania -- 45810,Nouakchott, ,MR,North Atlantic Ocean,0.0,Small,1,Open Roadstead,Unknown,18.033333,-16.033333,3,0.3333333333333333
Mauritius,47720.0,Mauritius -- 47710,Port Louis, ,MU,Indian Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,-20.15,57.5,1,1.0
Mexico,15990.0,Mexico West Coast -- 15700,Ensenada, ,MX,North Pacific Ocean,0.0,Medium,2,Coastal (Breakwater),Unknown,31.866667,-116.633333,24,0.08333333333333333
Mexico,15730.0,Mexico West Coast -- 15700,Salina Cruz, ,MX,North Pacific Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,16.166667,-95.2,24,0.041666666666666664
Mexico,15917.0,Mexico West Coast -- 15700,Pichilingue, ,MX,Gulf of California; North Pacific Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,24.266667,-110.333333,24,0.041666666666666664
Mexico,15830.0,Mexico West Coast -- 15700,Topolobampo, ,MX,Gulf of California; North Pacific Ocean,0.0,Small,1,Coastal (Natural),Unknown,25.6,-109.066667,24,0.041666666666666664
Mexico,15850.0,Mexico West Coast -- 15700,Guaymas, ,MX,Gulf of California; North Pacific Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,27.916667,-110.916667,24,0.041666666666666664
Mexico,15765.0,Mexico West Coast -- 15700,Lazaro Cardenas, ,MX,North Pacific Ocean,0.0,Small,1,River (Basins),Unknown,17.933333,-102.166667,24,0.041666666666666664
Mexico,15790.0,Mexico West Coast -- 15700,Puerto Vallarta,Penas,MX,North Pacific Ocean,0.0,Small,1,River (Basins),Unknown,20.616667,-105.266667,24,0.041666666666666664
Mexico,15870.0,Mexico West Coast -- 15700,Santa Rosalia, ,MX,Gulf of California; North Pacific Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,27.333333,-112.283333,24,0.041666666666666664
Mexico,15770.0,Mexico West Coast -- 15700,Manzanillo, ,MX,North Pacific Ocean,0.0,Medium,2,Coastal (Breakwater),Unknown,19.05,-104.316667,24,0.08333333333333333
Mexico,15920.0,Mexico West Coast -- 15700,La Paz, ,MX,Gulf of California; North Pacific Ocean,0.0,Small,1,Coastal (Natural),Unknown,24.166667,-110.316667,24,0.041666666666666664
Mexico,15810.0,Mexico West Coast -- 15700,Mazatlan, ,MX,North Pacific Ocean,0.0,Medium,2,River (Natural),Unknown,23.2,-106.416667,24,0.08333333333333333
Mexico,15760.0,Mexico West Coast -- 15700,Acapulco, ,MX,North Pacific Ocean,0.0,Medium,2,Coastal (Natural),Unknown,16.85,-99.933333,24,0.08333333333333333
Mexico,9405.0,Mexico East Coast -- 9350,Coatzacoalcos,Puerto Mexico,MX,Gulf of Mexico; North Atlantic Ocean,0.0,Small,1,River (Natural),Unknown,18.15,-94.416667,24,0.041666666666666664
Mexico,9360.0,Mexico East Coast -- 9350,Tampico, ,MX,Gulf of Mexico; North Atlantic Ocean,0.0,Medium,2,River (Natural),Unknown,22.216667,-97.866667,24,0.08333333333333333
Mexico,9380.0,Mexico East Coast -- 9350,Veracruz, ,MX,Gulf of Mexico; North Atlantic Ocean,0.0,Medium,2,Coastal (Breakwater),Unknown,19.2,-96.133333,24,0.08333333333333333
Mexico,9500.0,Mexico East Coast -- 9350,Campeche, ,MX,Gulf of Mexico; North Atlantic Ocean,0.0,Small,1,Open Roadstead,Unknown,19.85,-90.55,24,0.041666666666666664
Mexico,9370.0,Mexico East Coast -- 9350,Tuxpan, ,MX,Gulf of Mexico; North Atlantic Ocean,0.0,Medium,2,River (Natural),Unknown,20.95,-97.4,24,0.08333333333333333
Montenegro,41640.0,Serbia and Montenegro -- 41560,Bar, ,ME,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,42.083333,19.083333,1,1.0
Morocco,45755.0, ,Tanger,Tangier,MA,Strait of Gibraltar; North Atlantic Ocean,0.0,Medium,2,Coastal (Breakwater),Unknown,35.783333,-5.816667,14,0.14285714285714285
Morocco,45793.0, ,Casablanca,Dar El Beida,MA,North Atlantic Ocean,0.0,Large,3,Coastal (Breakwater),Unknown,33.6,-7.616667,14,0.21428571428571427
Morocco,45785.0, ,Kenitra,Port Lyautey,MA,North Atlantic Ocean,0.0,Small,1,River (Natural),Unknown,34.3,-6.6,14,0.07142857142857142
Morocco,45802.0, ,Agadir, ,MA,North Atlantic Ocean,0.0,Large,3,Coastal (Breakwater),Unknown,30.433333,-9.633333,14,0.21428571428571427
Morocco,45796.0, ,El Jorf Lasfar, ,MA,North Atlantic Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,33.116667,-8.616667,14,0.07142857142857142
Morocco,45753.0, ,Tangier-Mediterranean, ,MA,Strait of Gibraltar; North Atlantic Ocean,0.0,Large,3,Coastal (Breakwater),Unknown,35.9,-5.516667,14,0.21428571428571427
Morocco,45797.0, ,Safi,Asafi,MA,North Atlantic Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,32.3,-9.25,14,0.07142857142857142
Mozambique,46900.0,Mozambique -- 46860,Chinde, ,MZ,Mozambique Channel; Indian Ocean,0.0,Small,1,River (Natural),Unknown,-18.566667,36.5,9,0.1111111111111111
Mozambique,46925.0,Mozambique -- 46860,Pebane, ,MZ,Mozambique Channel; Indian Ocean,0.0,Small,1,River (Natural),Unknown,-17.266667,38.15,9,0.1111111111111111
Mozambique,46930.0,Mozambique -- 46860,Mocambique,Mozambique,MZ,Mozambique Channel; Indian Ocean,0.0,Small,1,Coastal (Natural),Unknown,-15.033333,40.733333,9,0.1111111111111111
Mozambique,46880.0,Mozambique -- 46860,Inhambane,Innamban,MZ,Mozambique Channel; Indian Ocean,0.0,Small,1,River (Natural),Unknown,-23.916667,35.4,9,0.1111111111111111
Mozambique,46920.0,Mozambique -- 46860,Porto Belo, ,MZ,Mozambique Channel; Indian Ocean,0.0,Small,1,Open Roadstead,Unknown,-17.7,37.183333,9,0.1111111111111111
Mozambique,46890.0,Mozambique -- 46860,Beira, ,MZ,Mozambique Channel; Indian Ocean,0.0,Medium,2,Coastal (Natural),Unknown,-19.833333,34.833333,9,0.2222222222222222
Mozambique,46870.0,Mozambique -- 46860,Maputo,Lourenco Marques,MZ,Indian Ocean,0.0,Medium,2,Canal or Lake,Cargo,-25.96277778,32.54472222,9,0.2222222222222222
Namibia,46650.0,Namibia -- 46635,Luderitz Bay,Angra Pequena,NA,South Atlantic Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,-26.65,15.15,2,0.5
Namibia,46640.0,Namibia -- 46635,Walvis Bay,Walvisbaai,NA,South Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,-22.95,14.5,2,0.5
Netherlands,30990.0,Netherlands -- 30980,Delfzijl, ,NL,North Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Tide Gates),Unknown,53.333333,6.933333,19,0.05263157894736842
Netherlands,31150.0,Netherlands -- 30980,Dordrecht, ,NL,North Sea; North Atlantic Ocean,0.0,Medium,2,River (Natural),Unknown,51.816667,4.65,19,0.10526315789473684
Netherlands,30985.0,Netherlands -- 30980,Eemshaven, ,NL,North Sea; North Atlantic Ocean,0.0,Small,1,River (Basins),Unknown,53.45,6.833333,19,0.05263157894736842
Netherlands,31020.0,Netherlands -- 30980,Den Helder,Willemsoord,NL,North Sea; North Atlantic Ocean,0.0,Small,1,River (Basins),Unknown,52.966667,4.783333,19,0.05263157894736842
Netherlands,31210.0,Netherlands -- 30980,Vlissingen,Flushing,NL,North Sea; North Atlantic Ocean,0.0,Medium,2,River (Natural),Unknown,51.45,3.6,19,0.10526315789473684
Netherlands,31050.0,Netherlands -- 30980,Zaandam, ,NL,North Sea; North Atlantic Ocean,0.0,Small,1,Canal or Lake,Unknown,52.433333,4.833333,19,0.05263157894736842
Netherlands,31060.0,Netherlands -- 30980,Amsterdam, ,NL,North Sea; North Atlantic Ocean,0.0,Large,3,Canal or Lake,Unknown,52.366667,4.9,19,0.15789473684210525
Netherlands,31040.0,Netherlands -- 30980,Ijmuiden,Ymuiden,NL,North Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Tide Gates),Unknown,52.466667,4.583333,19,0.05263157894736842
Netherlands,31085.0,Netherlands -- 30980,Europoort, ,NL,North Sea; North Atlantic Ocean,0.0,Medium,2,Canal or Lake,Unknown,51.95,4.116667,19,0.10526315789473684
Netherlands,31140.0,Netherlands -- 30980,Rotterdam, ,NL,North Sea; North Atlantic Ocean,0.0,Large,3,River (Basins),Unknown,51.9,4.483333,19,0.15789473684210525
Netherlands,31220.0,Netherlands -- 30980,Terneuzen,Neuzen,NL,North Sea; North Atlantic Ocean,0.0,Medium,2,River (Tide Gates),Unknown,51.35,3.816667,19,0.10526315789473684
New Caledonia,57320.0,New Caledonia -- 57260,Noumea, ,NC,Coral Sea; South Pacific Ocean,0.0,Small,1,Coastal (Natural),Unknown,-22.283333,166.433333,1,1.0
New Zealand,55210.0,New Zealand N Island -- 54990,New Plymouth, ,NZ,Tasman Sea; South Pacific Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,-39.066667,174.033333,18,0.05555555555555555
New Zealand,55060.0,New Zealand N Island -- 54990,Auckland, ,NZ,South Pacific Ocean,0.0,Large,3,River (Natural),Unknown,-36.85,174.766667,18,0.16666666666666666
New Zealand,55350.0,New Zealand S Island -- 55260,Timaru, ,NZ,South Pacific Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,-44.4,171.25,18,0.05555555555555555
New Zealand,55400.0,New Zealand S Island -- 55260,Bluff Harbor,Campbelltown,NZ,South Pacific Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,-46.6,168.333333,18,0.05555555555555555
New Zealand,55080.0,New Zealand N Island -- 54990,Tauranga, ,NZ,South Pacific Ocean,0.0,Small,1,Coastal (Natural),Unknown,-37.633333,176.166667,18,0.05555555555555555
New Zealand,55130.0,New Zealand N Island -- 54990,Napier, ,NZ,South Pacific Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,-39.483333,176.916667,18,0.05555555555555555
New Zealand,55290.0,New Zealand S Island -- 55260,Nelson, ,NZ,Tasman Sea; South Pacific Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,-41.266667,173.266667,18,0.05555555555555555
New Zealand,55110.0,New Zealand N Island -- 54990,Gisborne, ,NZ,South Pacific Ocean,0.0,Small,1,River (Basins),Unknown,-38.666667,178.033333,18,0.05555555555555555
New Zealand,55230.0,New Zealand N Island -- 54990,Manukau Harbor, ,NZ,Tasman Sea; South Pacific Ocean,0.0,Medium,2,Coastal (Natural),Unknown,-36.933333,174.783333,18,0.1111111111111111
New Zealand,55300.0,New Zealand S Island -- 55260,Picton, ,NZ,Cook Strait; South Pacific Ocean,0.0,Small,1,River (Basins),Unknown,-41.283333,174.016667,18,0.05555555555555555
New Zealand,55150.0,New Zealand N Island -- 54990,Wellington, ,NZ,Cook Strait; South Pacific Ocean,0.0,Large,3,Coastal (Natural),Unknown,-41.283333,174.783333,18,0.16666666666666666
New Zealand,55370.0,New Zealand S Island -- 55260,Otago Harbor,Cavensbourne; Oavensbourne,NZ,South Pacific Ocean,0.0,Small,1,River (Basins),Unknown,-45.816667,170.633333,18,0.05555555555555555
New Zealand,55050.0,New Zealand N Island -- 54990,Whangarei, ,NZ,South Pacific Ocean,0.0,Small,1,River (Natural),Unknown,-35.8,174.433333,18,0.05555555555555555
Nicaragua,15550.0,Nicaragua West Coast -- 15520,Corinto, ,NI,North Pacific Ocean,0.0,Small,1,River (Natural),Unknown,12.483333,-87.166667,2,0.5
Nicaragua,9770.0,Nicaragua East Coast -- 9740,Bluefields, ,NI,Caribbean Sea; North Atlantic Ocean,0.0,Small,1,Open Roadstead,Unknown,12.016667,-83.75,2,0.5
Nigeria,46205.0,Nigeria -- 46120,Bonny, ,NG,Gulf of Guinea; North Atlantic Ocean,0.0,Medium,2,River (Natural),Unknown,4.45,7.166667,9,0.2222222222222222
Nigeria,46225.0,Nigeria -- 46120,Antan Oil Terminal, ,NG,Gulf of Guinea; North Atlantic Ocean,0.0,Small,1,Open Roadstead,Unknown,4.216667,8.333333,9,0.1111111111111111
Nigeria,46200.0,Nigeria -- 46120,Pennington Oil Terminal, ,NG,Gulf of Guinea; North Atlantic Ocean,0.0,Large,3,Open Roadstead,Unknown,4.25,5.616667,9,0.3333333333333333
Nigeria,46130.0,Nigeria -- 46120,Lagos, ,NG,Bight of Benin; Gulf of Guinea; North Atlantic Ocean,0.0,Large,3,River (Natural),Unknown,6.4,3.4,9,0.3333333333333333
North Korea,60500.0,North Korea Continued -- 60438,Ch'ongjin, ,KP,Sea of Japan; North Pacific Ocean,0.0,Small,1,Coastal (Natural),Unknown,41.766667,129.816667,7,0.14285714285714285
North Korea,60280.0,North Korea -- 60270,Nampo,Chinnampo,KP,Korea Bay; Yellow Sea; North Pacific Ocean,0.0,Small,1,River (Natural),Unknown,38.716667,125.4,7,0.14285714285714285
North Korea,60310.0,North Korea -- 60270,Haeju Hang,Haeju,KP,Yellow Sea; North Pacific Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,38.0,125.7,7,0.14285714285714285
North Korea,60450.0,North Korea Continued -- 60438,Hungnam,Konan,KP,Sea of Japan; North Pacific Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,39.833333,127.616667,7,0.14285714285714285
North Korea,60510.0,North Korea Continued -- 60438,Najin,Rashin,KP,Sea of Japan; North Pacific Ocean,0.0,Small,1,River (Basins),Unknown,42.233333,130.3,7,0.14285714285714285
North Korea,60440.0,North Korea Continued -- 60438,Wonsan, ,KP,Sea of Japan; North Pacific Ocean,0.0,Small,1,Coastal (Natural),Unknown,39.166667,127.45,7,0.14285714285714285
North Korea,60520.0,North Korea Continued -- 60438,Senbong,Uki,KP,Sea of Japan; North Pacific Ocean,0.0,Small,1,Coastal (Natural),Unknown,42.333333,130.4,7,0.14285714285714285
Northern Mariana Islands,56520.0,Northern Mariana Is -- 56515,Saipan, ,MP,North Pacific Ocean,0.0,Small,1,Coastal (Natural),Unknown,15.2,145.683333,1,1.0
Norway,23660.0,Norway -- 20620,Brevik, ,NO,Skagerrak; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,59.066667,9.7,57,0.017543859649122806
Norway,23110.0,Norway -- 20620,Molde, ,NO,Norwegian Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,62.733333,7.166667,57,0.017543859649122806
Norway,23125.0,Norway -- 20620,Maloy,Maaloy,NO,Norwegian Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,61.933333,5.116667,57,0.017543859649122806
Norway,23451.0,Norway -- 20620,Karsto, ,NO,North Sea; North Atlantic Ocean,0.0,Medium,2,Open Roadstead,Unknown,59.266667,5.516667,57,0.03508771929824561
Norway,21610.0,Norway -- 20620,Harstad, ,NO,Norwegian Sea; North Atlantic Ocean,0.0,Medium,2,Coastal (Natural),Unknown,68.8,16.55,57,0.03508771929824561
Norway,23195.0,Norway -- 20620,Tranneset, ,NO,North Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,60.416667,5.016667,57,0.017543859649122806
Norway,23750.0,Norway -- 20620,Horten, ,NO,Skagerrak; North Atlantic Ocean,0.0,Medium,2,Coastal (Natural),Unknown,59.416667,10.5,57,0.03508771929824561
Norway,23850.0,Norway -- 20620,Halden, ,NO,Skagerrak; North Atlantic Ocean,0.0,Small,1,River (Natural),Unknown,59.116667,11.383333,57,0.017543859649122806
Norway,23780.0,Norway -- 20620,Drammen, ,NO,Skagerrak; North Atlantic Ocean,0.0,Medium,2,Coastal (Breakwater),Unknown,59.733333,10.25,57,0.03508771929824561
Norway,20920.0,Norway -- 20620,Hammerfest, ,NO,Norwegian Sea; North Atlantic Ocean,0.0,Medium,2,Coastal (Natural),Unknown,70.666667,23.666667,57,0.03508771929824561
Norway,21900.0,Norway -- 20620,Svolvaer, ,NO,Norwegian Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,68.233333,14.583333,57,0.017543859649122806
Norway,23480.0,Norway -- 20620,Stavanger, ,NO,North Sea; North Atlantic Ocean,0.0,Medium,2,Coastal (Breakwater),Unknown,58.966667,5.75,57,0.03508771929824561
Norway,21310.0,Norway -- 20620,Tromso, ,NO,Norwegian Sea; North Atlantic Ocean,0.0,Medium,2,Open Roadstead,Unknown,69.65,18.966667,57,0.03508771929824561
Norway,23120.0,Norway -- 20620,Alesund,Aalesund,NO,Norwegian Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,62.466667,6.166667,57,0.017543859649122806
Norway,20800.0,Norway -- 20620,Honningsvag, ,NO,Barents Sea; Arctic Ocean,0.0,Small,1,Coastal (Natural),Unknown,70.98258756,25.9500555,57,0.017543859649122806
Norway,23050.0,Norway -- 20620,Namsos, ,NO,Norwegian Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,64.45833333,11.50944444,57,0.017543859649122806
Norway,23830.0,Norway -- 20620,Moss, ,NO,Skagerrak; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,59.44055556,10.65527778,57,0.017543859649122806
Norway,22760.0,Norway -- 20620,Mo I Rana, ,NO,Norwegian Sea; North Atlantic Ocean,0.0,Small,1,Open Roadstead,Unknown,66.32444444,14.12222222,57,0.017543859649122806
Norway,23817.0,Norway -- 20620,Fagerstrand, ,NO,Skagerrak; North Atlantic Ocean,0.0,Small,1,Open Roadstead,Unknown,59.73305556,10.58472222,57,0.017543859649122806
Norway,23046.0,Norway -- 20620,Salsbruket, ,NO,Norwegian Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,64.79777778,11.86027778,57,0.017543859649122806
Norway,23810.0,Norway -- 20620,Oslo,Christiana,NO,Skagerrak; North Atlantic Ocean,0.0,Large,3,Coastal (Natural),Unknown,59.89805556,10.74555556,57,0.05263157894736842
Norway,23840.0,Norway -- 20620,Fredrikstad, ,NO,Skagerrak; North Atlantic Ocean,0.0,Small,1,River (Natural),Unknown,59.17916667,10.95277778,57,0.017543859649122806
Norway,23700.0,Norway -- 20620,Larvik,Laurvik,NO,Skagerrak; North Atlantic Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,59.03805556,10.03111111,57,0.017543859649122806
Norway,20695.0,Norway -- 20620,Batsfjorden, ,NO,Barents Sea; Arctic Ocean,0.0,Small,1,Coastal (Natural),Unknown,70.63472222,29.73722222,57,0.017543859649122806
Norway,20650.0,Norway -- 20620,Kirkenes, ,NO,Barents Sea; Arctic Ocean,0.0,Small,1,Coastal (Natural),Unknown,69.72972222,30.06888889,57,0.017543859649122806
Norway,23550.0,Norway -- 20620,Kristiansand, ,NO,Skagerrak; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,58.13888889,8.012777778,57,0.017543859649122806
Norway,23440.0,Norway -- 20620,Haugesund,Karmsund,NO,North Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,59.41222222,5.253611111,57,0.017543859649122806
Norway,23160.0,Norway -- 20620,Bergen, ,NO,North Sea; North Atlantic Ocean,0.0,Medium,2,Coastal (Natural),Unknown,60.40277778,5.298611111,57,0.03508771929824561
Norway,23058.0,Norway -- 20620,Djupviken, ,NO,Norwegian Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,63.78777778,11.42722222,57,0.017543859649122806
Norway,22295.0,Norway -- 20620,Lakselv, ,NO,Norwegian Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,67.35777778,15.59222222,57,0.017543859649122806
Norway,23100.0,Norway -- 20620,Kristiansund, ,NO,Norwegian Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,63.11388889,7.738611111,57,0.017543859649122806
Norway,23108.0,Norway -- 20620,Haroysund, ,NO,Norwegian Sea; North Atlantic Ocean,0.0,Small,1,Coastal (Natural),Unknown,62.89111111,6.958055556,57,0.017543859649122806
Norway,23510.0,Norway -- 20620,Flekkefjorden, ,NO,North Sea; North Atlantic Ocean,0.0,Small,1,River (Basins),Unknown,58.26416667,6.655277778,57,0.017543859649122806
Norway,23600.0,Norway -- 20620,Arendal, ,NO,Skagerrak; North Atlantic Ocean,0.0,Small,1,Coastal (Breakwater),Unknown,58.45388889,8.776944444,57,0.017543859649122806
Norway,20700.0,Norway -- 20620,Vardo, ,NO,Barents Sea; Arctic Ocean,0.0,Small,1,Coastal (Natural),Unknown,70.37694444,31.10555556,57,0.017543859649122806
